curie	drug_name	curie_label	ingredients_list	ingredient_ids	combination_therapy	alternate_ids	approved_japan	marketing_status_europe	approved_eu	marketing_status_usa	approved_usa	is_steroid	is_antimicrobial	is_chemotherapy	is_glucose_regulator
RXCUI:1306289	COBICISTAT; ELVITEGRAVIR; EMTRICITABINE; TENOFOVIR DISOPROXIL	cobicistat / elvitegravir / emtricitabine / tenofovir disoproxil Pill	['ELVITEGRAVIR', 'COBICISTAT', 'EMTRICITABINE', 'TENOFOVIR DISOPROXIL']; ['COBICISTAT', 'ELVITEGRAVIR', 'EMTRICITABINE', 'TENOFOVIR DISOPROXIL FUMARATE']	['CHEBI:72289', 'CHEBI:72291', 'CHEBI:31536', 'CHEBI:63717']; ['CHEBI:72291', 'CHEBI:72289', 'CHEBI:31536', 'CHEBI:63717']	True	['RXCUI:1306289', 'UMLS:C3486536', 'RXCUI:2661409', 'UMLS:C5845215']		Authorised	1.0	RX	1.0	FALSE	TRUE	FALSE	FALSE
RXCUI:1310500	CHLORPHENIRAMINE; IBUPROFEN; PHENYLEPHRINE	chlorpheniramine / ibuprofen / phenylephrine Pill	['CHLORPHENIRAMINE MALEATE', 'IBUPROFEN', 'PHENYLEPHRINE HYDROCHLORIDE']	['CHEBI:3645', 'CHEBI:5855', 'CHEBI:8093']	True	['RXCUI:1310500', 'UMLS:C3497705', 'RXCUI:2663512', 'UMLS:C5847314']				OTC	1.0	FALSE	FALSE	FALSE	FALSE
RXCUI:135097	DALFOPRISTIN; QUINUPRISTIN	Synercid	['DALFOPRISTIN', 'QUINUPRISTIN']	['CHEBI:4309', 'CHEBI:8732']	True	['RXCUI:135097', 'UMLS:C0526512', 'RXCUI:1156650', 'UMLS:C3211083', 'RXCUI:1186060', 'UMLS:C3239824', 'RXCUI:1724201', 'UMLS:C4060413', 'RXCUI:1724203', 'UMLS:C4060154', 'RXCUI:1724204', 'UMLS:C4060226']				RX	1.0	FALSE	TRUE	FALSE	FALSE
RXCUI:1356974	ESTRADIOL; NOMEGESTROL	Minivelle	['NOMEGESTROL', 'ESTRADIOL']; ['NOMEGESTROL ACETATE', 'ESTRADIOL']	['PUBCHEM.COMPOUND:13472099', 'CHEBI:16469']; ['CHEBI:135564', 'CHEBI:16469']	True	['RXCUI:1356974', 'UMLS:C3504921', 'RXCUI:1356975', 'UMLS:C3504922', 'RXCUI:1356977', 'UMLS:C3504924', 'RXCUI:1356978', 'UMLS:C3504925', 'RXCUI:1356996', 'UMLS:C3504943', 'RXCUI:1357006', 'UMLS:C3504953', 'RXCUI:1357008', 'UMLS:C3504955', 'RXCUI:1551621', 'UMLS:C3858136', 'RXCUI:1805946', 'UMLS:C4276212']		Authorised; Withdrawn	1.0			TRUE	FALSE	FALSE	FALSE
RXCUI:1367006	ALENDRONIC ACID; COLECALCIFEROL	alendronate / cholecalciferol Oral Product	['ALENDRONIC ACID', 'COLECALCIFEROL']	['CHEBI:2566', 'PUBCHEM.COMPOUND:146159467']	True	['RXCUI:1367006', 'UMLS:C3531477', 'RXCUI:2661789', 'UMLS:C5845594']		Authorised	1.0			FALSE	FALSE	FALSE	FALSE
RXCUI:1367007	ALENDRONATE; CHOLECALCIFEROL	alendronate / cholecalciferol Pill	['ALENDRONATE SODIUM', 'CHOLECALCIFEROL']	['UNII:4988K7X26P', 'CHEBI:27300']	True	['RXCUI:1367007', 'UMLS:C3531478', 'RXCUI:2660037', 'UMLS:C5843845']				RX	1.0	FALSE	FALSE	FALSE	FALSE
RXCUI:1368383	ALOGLIPTIN; METFORMIN	alogliptin / metformin Oral Tablet	['ALOGLIPTIN', 'METFORMIN']; ['ALOGLIPTIN BENZOATE', 'METFORMIN HYDROCHLORIDE']	['CHEBI:72323', 'CHEBI:6801']	True	['RXCUI:1368383', 'UMLS:C3536497', 'RXCUI:1368387', 'UMLS:C3536079', 'RXCUI:1368394', 'UMLS:C3536078', 'RXCUI:1368395', 'UMLS:C3536202', 'RXCUI:1368396', 'UMLS:C3536292', 'RXCUI:1368397', 'UMLS:C3536291', 'RXCUI:1372692', 'UMLS:C3537742', 'RXCUI:2647239', 'UMLS:C4719818', 'RXCUI:2658568', 'UMLS:C5842419']		Authorised	1.0	RX	1.0	FALSE	FALSE	FALSE	TRUE
RXCUI:1368399	ALOGLIPTIN; PIOGLITAZONE	alogliptin / pioglitazone Oral Product	['ALOGLIPTIN', 'PIOGLITAZONE']; ['ALOGLIPTIN BENZOATE', 'PIOGLITAZONE HYDROCHLORIDE']	['CHEBI:72323', 'CHEBI:8228']	True	['RXCUI:1368399', 'UMLS:C3536525', 'RXCUI:1368400', 'UMLS:C3536524', 'RXCUI:1368401', 'UMLS:C3536496', 'RXCUI:1368405', 'UMLS:C3536077', 'RXCUI:1368412', 'UMLS:C3536076', 'RXCUI:1368419', 'UMLS:C3536075', 'RXCUI:1368426', 'UMLS:C3536074', 'RXCUI:1368433', 'UMLS:C3536073', 'RXCUI:1368434', 'UMLS:C3536197', 'RXCUI:1368435', 'UMLS:C3536282', 'RXCUI:1368436', 'UMLS:C3536281', 'RXCUI:1368440', 'UMLS:C3536072', 'RXCUI:1372717', 'UMLS:C3537735']		Authorised	1.0	RX	1.0	FALSE	FALSE	FALSE	TRUE
RXCUI:1375946	DOXYLAMINE; PYRIDOXINE	doxylamine / pyridoxine Delayed Release Oral Tablet	['DOXYLAMINE SUCCINATE', 'PYRIDOXINE HYDROCHLORIDE']	['CHEBI:51380', 'CHEBI:16709']	True	['RXCUI:1375946', 'UMLS:C3556828', 'RXCUI:1375949', 'UMLS:C3556166', 'RXCUI:1375950', 'UMLS:C3556533', 'RXCUI:1375951', 'UMLS:C3556612', 'RXCUI:1375952', 'UMLS:C3556696', 'RXCUI:1375953', 'UMLS:C3556695', 'RXCUI:2648926', 'UMLS:C4719911', 'RXCUI:2657734', 'UMLS:C5841591']				RX	1.0	FALSE	FALSE	FALSE	FALSE
RXCUI:1421448	BRIMONIDINE; BRINZOLAMIDE	brimonidine / brinzolamide Ophthalmic Product	['BRINZOLAMIDE', 'BRIMONIDINE TARTRATE']; ['BRIMONIDINE TARTRATE', 'BRINZOLAMIDE']	['CHEBI:3176', 'CHEBI:3175']; ['CHEBI:3175', 'CHEBI:3176']	True	['RXCUI:1421448', 'UMLS:C3644114', 'RXCUI:2659674', 'UMLS:C5843483']		Authorised	1.0	RX	1.0	FALSE	FALSE	FALSE	FALSE
RXCUI:1423408	CYANOCOBALAMIN; TANNIC ACID; ZINC ACETATE	camphor / phenol / tannic acid / zinc oxide Topical Product	['CYANOCOBALAMIN', 'TANNIC ACID', 'ZINC ACETATE']	['CHEBI:17439', 'CHEBI:26848', 'CHEBI:62984']	True	['RXCUI:1423408', 'UMLS:C3644105', 'RXCUI:1423409', 'UMLS:C1620684', 'RXCUI:1423410', 'UMLS:C3643374', 'RXCUI:1423411', 'UMLS:C3643616', 'RXCUI:1423412', 'UMLS:C3643735', 'RXCUI:1423413', 'UMLS:C3643842', 'RXCUI:1423414', 'UMLS:C3643939', 'RXCUI:1423415', 'UMLS:C3643674']				DISCONTINUED	1.0	FALSE	FALSE	FALSE	FALSE
RXCUI:1424887	VILANTEROL TRIFENATATE FLUTICASONE FUROATE; FLUTICASONE; VILANTEROL; FLUTICASONE; VILANTEROL TRIFENATATE	fluticasone / vilanterol Dry Powder Inhaler	['FLUTICASONE FUROATE', 'VILANTEROL']; ['FLUTICASONE FUROATE', 'VILANTEROL TRIFENATATE']	['PUBCHEM.COMPOUND:20734893', 'CHEBI:75037']	False; True	['RXCUI:1424887', 'UMLS:C3644422', 'RXCUI:1539887', 'UMLS:C3832905', 'RXCUI:1539888', 'UMLS:C3832906', 'RXCUI:1539889', 'UMLS:C3832907', 'RXCUI:1539890', 'UMLS:C3832908', 'RXCUI:1648784', 'UMLS:C4019670', 'RXCUI:2637475', 'UMLS:C5814801', 'RXCUI:2646015', 'UMLS:C5835094', 'RXCUI:2654180', 'UMLS:C5838047']	1.0	Authorised	1.0	RX	1.0	TRUE	FALSE	FALSE	FALSE
RXCUI:1437811	NONACOG ALFA; NONACOG GAMMA	Rixubis Injectable Product			False	['RXCUI:1437811', 'RXCUI:1437814', 'UMLS:C3666842', 'RXCUI:1666312', 'UMLS:C4051365', 'RXCUI:1666313', 'UMLS:C4051366', 'RXCUI:2656428', 'UMLS:C5840287']	1.0	Authorised	1.0			FALSE	FALSE	FALSE	FALSE
RXCUI:1441388	BAZEDOXIFENE; OESTROGENS CONJUGATED; BAZEDOXIFENE; CONJUGATED; ESTROGENS; CONJUGATED; ESTROGENS; MEPROBAMATE; CONJUGATED; ESTROGENS; MEDROXYPROGESTERONE	bazedoxifene / estrogens, conjugated (USP) Oral Product	['OESTROGENS CONJUGATED', 'BAZEDOXIFENE']; ['BAZEDOXIFENE ACETATE', 'ESTROGENS, CONJUGATED']; ['ESTROGENS, CONJUGATED', 'MEPROBAMATE']; ['ESTROGENS, CONJUGATED', 'MEDROXYPROGESTERONE ACETATE']	['CHEBI:8389', 'CHEBI:135947']; ['CHEBI:135947', 'CHEBI:8389', 'CHEBI:8389']; ['CHEBI:8389', 'CHEBI:8389', 'CHEBI:6761']; ['CHEBI:8389', 'CHEBI:8389', 'CHEBI:6715']	True	['RXCUI:1441388', 'UMLS:C3668762', 'RXCUI:1441389', 'UMLS:C3668763', 'RXCUI:1441390', 'UMLS:C3668764', 'RXCUI:1441735', 'UMLS:C3692336', 'RXCUI:1441736', 'UMLS:C3692337', 'RXCUI:1441737', 'UMLS:C3692338', 'RXCUI:1441738', 'UMLS:C3692339', 'RXCUI:1441739', 'UMLS:C3692340']		Authorised	1.0	RX; DISCONTINUED	1.0	FALSE	FALSE	FALSE	FALSE
RXCUI:144254	ACETAMINOPHEN; HYDROCODONE; HYDROCODONE; PHENYLPROPANOLAMINE	Lortab	['ACETAMINOPHEN', 'HYDROCODONE BITARTRATE']; ['HYDROCODONE BITARTRATE', 'PHENYLPROPANOLAMINE HYDROCHLORIDE']	['CHEBI:46195', 'CHEBI:5779']; ['CHEBI:5779', 'CHEBI:31996']	True	['RXCUI:144254', 'UMLS:C0553262', 'RXCUI:368362', 'UMLS:C1242345', 'RXCUI:857104', 'UMLS:C2710709', 'RXCUI:1180308', 'UMLS:C3234168', 'RXCUI:1180309', 'UMLS:C3234169', 'RXCUI:1180310', 'UMLS:C3234170', 'RXCUI:1442444', 'UMLS:C3692703', 'RXCUI:1495471', 'UMLS:C3819530', 'RXCUI:1495473', 'UMLS:C3819529', 'RXCUI:1495475', 'UMLS:C3819528', 'RXCUI:2654202', 'UMLS:C5838069', 'RXCUI:2658966', 'UMLS:C5842816']				RX; DISCONTINUED	1.0	FALSE	FALSE	FALSE	FALSE
RXCUI:1483547	DROSPIRENONE; ESTRADIOL	drospirenone / estradiol Pill	['DROSPIRENONE', 'ESTRADIOL']	['CHEBI:50838', 'CHEBI:16469']	True	['RXCUI:1483547', 'UMLS:C3696738']				RX	1.0	FALSE	FALSE	FALSE	FALSE
RXCUI:1484755	PROCAINE; TETRACYCLINE; NOREPINEPHRINE; PROCAINE; PROPOXYCAINE; LEVONORDEFRIN; PROCAINE; PROPOXYCAINE	novobiocin / penicillin G Prefilled Syringe	['PROCAINE HYDROCHLORIDE', 'TETRACYCLINE HYDROCHLORIDE']; ['NOREPINEPHRINE BITARTRATE', 'PROCAINE HYDROCHLORIDE', 'PROPOXYCAINE HYDROCHLORIDE']; ['LEVONORDEFRIN', 'PROCAINE HYDROCHLORIDE', 'PROPOXYCAINE HYDROCHLORIDE']	['CHEBI:8430', 'UNII:P6R62377KV']; ['PUBCHEM.COMPOUND:11957447', 'CHEBI:8430', 'UNII:K490D39G46']; ['CHEBI:10304', 'CHEBI:8430', 'UNII:K490D39G46']	True	['RXCUI:1484755', 'UMLS:C3696708', 'RXCUI:1484757', 'UMLS:C3696644', 'RXCUI:1484869', 'UMLS:C3696387', 'RXCUI:1484870', 'UMLS:C3696457', 'RXCUI:1484871', 'UMLS:C3696527', 'RXCUI:1484872', 'UMLS:C3696586', 'RXCUI:1484873', 'UMLS:C3695554', 'RXCUI:2647863', 'UMLS:C5836609', 'RXCUI:2655617', 'UMLS:C5839482']				DISCONTINUED	1.0	FALSE	TRUE	FALSE	FALSE
RXCUI:1484959	PROTHROMBIN  CONCENTRATE, HUMAN-LANS	Kcentra Injectable Product			False	['RXCUI:1484959', 'RXCUI:1484962', 'UMLS:C3696581', 'RXCUI:1670052', 'UMLS:C4056809', 'RXCUI:1670055', 'UMLS:C4056655', 'RXCUI:1673581', 'UMLS:C4056592', 'RXCUI:2643205', 'RXCUI:2643206', 'UMLS:C5833510', 'RXCUI:2643207', 'UMLS:C5833511', 'RXCUI:2643208', 'UMLS:C5833512', 'RXCUI:2647373', 'UMLS:C5836206', 'RXCUI:2648925', 'UMLS:C5837500', 'RXCUI:2655316', 'UMLS:C5839181', 'RXCUI:2657599', 'UMLS:C5841456']					1.0	FALSE	FALSE	FALSE	FALSE
RXCUI:1487516	UMECLIDINIUM; VILANTEROL; UMECLIDINIUM; VILANTEROL TRIFENATATE	umeclidinium / vilanterol Inhalant Product	['UMECLIDINIUM BROMIDE', 'VILANTEROL']; ['UMECLIDINIUM BROMIDE', 'VILANTEROL TRIFENATATE']	['CHEBI:79040', 'CHEBI:75037']	True	['RXCUI:1487516', 'UMLS:C3709476', 'RXCUI:1487517', 'UMLS:C3709477', 'RXCUI:1487520', 'UMLS:C3709480', 'RXCUI:1487521', 'UMLS:C3709481', 'RXCUI:1487522', 'UMLS:C3709482', 'RXCUI:1487523', 'UMLS:C3709483']		Authorised	1.0	RX	1.0	FALSE	FALSE	FALSE	FALSE
RXCUI:151293	HYDROCHLOROTHIAZIDE; QUINAPRIL	Accuretic	['HYDROCHLOROTHIAZIDE', 'QUINAPRIL HYDROCHLORIDE']	['CHEBI:5778', 'CHEBI:8713']	True	['RXCUI:151293', 'UMLS:C0591030', 'RXCUI:809852', 'UMLS:C2366360', 'RXCUI:809853', 'UMLS:C2366361', 'RXCUI:809856', 'UMLS:C2366363', 'RXCUI:882557', 'UMLS:C2725945', 'RXCUI:1168391', 'UMLS:C3222559', 'RXCUI:1168392', 'UMLS:C3222560']				RX	1.0	FALSE	FALSE	FALSE	FALSE
RXCUI:151392	AMOXICILLIN; CLARITHROMYCIN; LANSOPRAZOLE; AMOXICILLIN; CLARITHROMYCIN; VONOPRAZAN; AMOXICILLIN; VONOPRAZAN; AMOXICILLIN; CLAVULANATE	Augmentin	['AMOXICILLIN', 'CLARITHROMYCIN', 'LANSOPRAZOLE']; ['AMOXICILLIN', 'CLARITHROMYCIN', 'VONOPRAZAN FUMARATE']; ['AMOXICILLIN', 'VONOPRAZAN FUMARATE']; ['AMOXICILLIN', 'CLAVULANATE POTASSIUM']	['CHEBI:2676', 'CHEBI:3732', 'CHEBI:6375']; ['CHEBI:2676', 'CHEBI:3732', 'CHEBI:136048']; ['CHEBI:2676', 'CHEBI:136048']; ['CHEBI:2676', 'CHEBI:48947']	True	['RXCUI:151392', 'UMLS:C0591132', 'RXCUI:617331', 'UMLS:C1703942', 'RXCUI:617332', 'UMLS:C1263354', 'RXCUI:617338', 'UMLS:C1599078', 'RXCUI:617431', 'UMLS:C1597386', 'RXCUI:617988', 'UMLS:C1253100', 'RXCUI:618027', 'UMLS:C1593508', 'RXCUI:618037', 'UMLS:C1593684', 'RXCUI:618038', 'UMLS:C1244156', 'RXCUI:824184', 'UMLS:C2368791', 'RXCUI:824185', 'UMLS:C2368792', 'RXCUI:824188', 'UMLS:C2368794', 'RXCUI:824192', 'UMLS:C2368797', 'RXCUI:1174306', 'UMLS:C3228323', 'RXCUI:1174307', 'UMLS:C3228324', 'RXCUI:1174308', 'UMLS:C3228325']				RX	1.0	FALSE	TRUE	FALSE	FALSE
RXCUI:151539	ALBUTEROL; IPRATROPIUM	Combivent	['ALBUTEROL SULFATE', 'IPRATROPIUM BROMIDE']	['PUBCHEM.COMPOUND:9884233', 'UNII:VJV4X1P2Z1']	True	['RXCUI:151539', 'UMLS:C0591282', 'RXCUI:1166889', 'UMLS:C3221090', 'RXCUI:1190222', 'UMLS:C3245068', 'RXCUI:2284636', 'UMLS:C5243453', 'RXCUI:2284638', 'UMLS:C5243293', 'RXCUI:2649067', 'UMLS:C5837621', 'RXCUI:2657485', 'UMLS:C5841343']				RX	1.0	FALSE	FALSE	FALSE	FALSE
RXCUI:1536581	ETHINYL ESTRADIOL; NORELGESTROMIN	Xulane	['NORELGESTROMIN', 'ETHINYL ESTRADIOL']; ['ETHINYL ESTRADIOL', 'NORELGESTROMIN']	['CHEBI:135398', 'CHEBI:4903']; ['CHEBI:4903', 'CHEBI:135398']	True	['RXCUI:1536581', 'UMLS:C3819061', 'RXCUI:1536582', 'UMLS:C3819329', 'RXCUI:1536584', 'UMLS:C3819852', 'RXCUI:1536585', 'UMLS:C3819821', 'RXCUI:1806243', 'UMLS:C4276194']		Authorised	1.0	RX	1.0	TRUE	FALSE	FALSE	FALSE
RXCUI:1540231	KETOROLAC; PHENYLEPHRINE; KETOROLAC TROMETHAMINE; PHENYLEPHRINE	Omidria	['PHENYLEPHRINE', 'KETOROLAC']; ['KETOROLAC TROMETHAMINE', 'PHENYLEPHRINE HYDROCHLORIDE']	['CHEBI:8093', 'CHEBI:6129']; ['CHEBI:6129', 'CHEBI:8093']	True	['RXCUI:1540231', 'UMLS:C3833029', 'RXCUI:1540232', 'UMLS:C3833030', 'RXCUI:1543458', 'UMLS:C3833599', 'RXCUI:1543459', 'UMLS:C3834462', 'RXCUI:1543461', 'UMLS:C3834335', 'RXCUI:1543462', 'UMLS:C3834374']		Authorised	1.0	RX	1.0	FALSE	FALSE	FALSE	FALSE
RXCUI:1542388	BUPRENORPHINE; NALOXONE	buprenorphine / naloxone Buccal Product	['BUPRENORPHINE', 'NALOXONE']; ['BUPRENORPHINE HYDROCHLORIDE', 'NALOXONE HYDROCHLORIDE']	['CHEBI:3216', 'CHEBI:7459']; ['PUBCHEM.COMPOUND:9848989', 'CHEBI:7459']	True	['RXCUI:1542388', 'UMLS:C3834489', 'RXCUI:1542389', 'UMLS:C3834471', 'RXCUI:1542391', 'UMLS:C3834225', 'RXCUI:1542392', 'UMLS:C3834312', 'RXCUI:1542393', 'UMLS:C3834354', 'RXCUI:1542394', 'UMLS:C3834400', 'RXCUI:1542395', 'UMLS:C3834399', 'RXCUI:1544852', 'UMLS:C3848791', 'RXCUI:1544855', 'UMLS:C3848790']		Authorised	1.0	RX	1.0	FALSE	FALSE	FALSE	FALSE
RXCUI:1545147	CANAGLIFLOZIN; METFORMIN	canagliflozin / metformin Pill	['CANAGLIFLOZIN', 'METFORMIN']; ['CANAGLIFLOZIN', 'METFORMIN HYDROCHLORIDE']	['CHEBI:73272', 'CHEBI:6801']	True	['RXCUI:1545147', 'UMLS:C3848982', 'RXCUI:2659101', 'UMLS:C5842911']		Authorised	1.0	RX	1.0	FALSE	FALSE	FALSE	TRUE
RXCUI:1545899	NALOXONE; OXYCODONE	naloxone / oxycodone Oral Product	['NALOXONE HYDROCHLORIDE', 'OXYCODONE HYDROCHLORIDE']	['CHEBI:7459', 'CHEBI:7852']	True	['RXCUI:1545899', 'UMLS:C3848977', 'RXCUI:2660690', 'UMLS:C5844497']				DISCONTINUED	1.0	FALSE	FALSE	FALSE	FALSE
RXCUI:1546884	ABACAVIR; DOLUTEGRAVIR; LAMIVUDINE; DOLUTEGRAVIR; LAMIVUDINE; LAMIVUDINE; RALTEGRAVIR	abacavir / dolutegravir / lamivudine Oral Product	['ABACAVIR SULFATE ', ' DOLUTEGRAVIR SODIUM ', ' LAMIVUDINE']; ['DOLUTEGRAVIR', 'LAMIVUDINE']; ['LAMIVUDINE', 'RALTEGRAVIR POTASSIUM']; ['ABACAVIR SULFATE', 'DOLUTEGRAVIR SODIUM', 'LAMIVUDINE']; ['DOLUTEGRAVIR SODIUM', 'LAMIVUDINE']	['CHEBI:2361', 'CHEBI:76007', 'CHEBI:63577']; ['PUBCHEM.COMPOUND:57414794', 'CHEBI:63577']; ['CHEBI:63577', 'CHEBI:82960']; ['CHEBI:76007', 'CHEBI:63577']	True	['RXCUI:1546884', 'UMLS:C3854893', 'RXCUI:1546885', 'UMLS:C3854894', 'RXCUI:1546886', 'UMLS:C3854895', 'RXCUI:1546889', 'UMLS:C3854898', 'RXCUI:1546890', 'UMLS:C3854899', 'RXCUI:1546891', 'UMLS:C3854900', 'RXCUI:1546892', 'UMLS:C3854901', 'RXCUI:1546893', 'UMLS:C3854902', 'RXCUI:2598346', 'UMLS:C5578640', 'RXCUI:2598347', 'UMLS:C5578641', 'RXCUI:2598349', 'UMLS:C5578643', 'RXCUI:2598350', 'UMLS:C5578644', 'RXCUI:2598351', 'UMLS:C5578645']		Authorised; Withdrawn	1.0	RX; DISCONTINUED	1.0	FALSE	TRUE	FALSE	FALSE
RXCUI:1547442	AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; POTASSIUM CHLORIDE; SODIUM ACETATE	calcium acetate / magnesium acetate / potassium acetate / potassium chloride / sodium acetate / sodium gluconate Injectable Product	['AMINO ACIDS', 'MAGNESIUM ACETATE', 'PHOSPHORIC ACID', 'POTASSIUM ACETATE', 'POTASSIUM CHLORIDE', 'SODIUM ACETATE']	['CHEBI:22918', 'CHEBI:62964', 'CHEBI:26078', 'CHEBI:32029', 'CHEBI:32588', 'CHEBI:32954']	True	['RXCUI:1547442', 'UMLS:C3855116', 'RXCUI:1547443', 'UMLS:C3855117', 'RXCUI:1547446', 'UMLS:C0722194', 'RXCUI:1547447', 'UMLS:C3855119', 'RXCUI:1547448', 'UMLS:C3855120', 'RXCUI:1547449', 'UMLS:C3855121']				DISCONTINUED	1.0	FALSE	FALSE	FALSE	FALSE
RXCUI:1547456	AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM GLYCEROPHOSPHATE; SOYBEAN OIL; AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; SODIUM CHLORIDE; AMINO ACIDS; MAGNESIUM ACETATE; POTASSIUM ACETATE; SODIUM CHLORIDE; AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; DEXTROSE; MAGNESIUM ACETATE; POTASSIUM ACETATE; SODIUM CHLORIDE; DEXTROSE; MAGNESIUM ACETATE TETRAHYDRATE; POTASSIUM ACETATE; SODIUM CHLORIDE; MAGNESIUM ACETATE TETRAHYDRATE; POTASSIUM ACETATE; SODIUM CHLORIDE; AMINO ACIDS; CALCIUM ACETATE; GLYCERIN; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM ACETATE; POTASSIUM CHLORIDE; SODIUM ACETATE	calcium chloride / magnesium chloride / potassium acetate / sodium acetate / sodium chloride Injectable Product	['AMINO ACIDS', 'CALCIUM CHLORIDE', 'DEXTROSE', 'MAGNESIUM SULFATE', 'POTASSIUM CHLORIDE', 'SODIUM ACETATE', 'SODIUM GLYCEROPHOSPHATE', 'SOYBEAN OIL']; ['AMINO ACIDS', 'MAGNESIUM ACETATE', 'PHOSPHORIC ACID', 'POTASSIUM ACETATE', 'SODIUM CHLORIDE']; ['AMINO ACIDS', 'MAGNESIUM ACETATE', 'POTASSIUM ACETATE', 'SODIUM CHLORIDE']; ['AMINO ACIDS', 'MAGNESIUM ACETATE', 'PHOSPHORIC ACID', 'POTASSIUM CHLORIDE', 'SODIUM ACETATE', 'SODIUM CHLORIDE']; ['DEXTROSE', 'MAGNESIUM ACETATE', 'POTASSIUM ACETATE', 'SODIUM CHLORIDE']; ['DEXTROSE', 'MAGNESIUM ACETATE TETRAHYDRATE', 'POTASSIUM ACETATE', 'SODIUM CHLORIDE']; ['MAGNESIUM ACETATE TETRAHYDRATE', 'POTASSIUM ACETATE', 'SODIUM CHLORIDE']; ['AMINO ACIDS', 'CALCIUM ACETATE', 'GLYCERIN', 'MAGNESIUM ACETATE', 'PHOSPHORIC ACID', 'POTASSIUM CHLORIDE', 'SODIUM ACETATE', 'SODIUM CHLORIDE']; ['AMINO ACIDS', 'MAGNESIUM CHLORIDE', 'POTASSIUM ACETATE', 'POTASSIUM CHLORIDE', 'SODIUM ACETATE']	['CHEBI:22918', 'CHEBI:3312', 'CHEBI:4167', 'CHEBI:31795', 'CHEBI:32588', 'CHEBI:32954', 'UNII:G43E72677U', 'DRUGBANK:DB09422']; ['CHEBI:22918', 'CHEBI:62964', 'CHEBI:26078', 'CHEBI:32029', 'CHEBI:26710']; ['CHEBI:22918', 'CHEBI:62964', 'CHEBI:32029', 'CHEBI:26710']; ['CHEBI:22918', 'CHEBI:62964', 'CHEBI:26078', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:26710']; ['CHEBI:4167', 'CHEBI:62964', 'CHEBI:32029', 'CHEBI:26710']; ['CHEBI:4167', 'PUBCHEM.COMPOUND:134717', 'CHEBI:32029', 'CHEBI:26710']; ['PUBCHEM.COMPOUND:134717', 'CHEBI:32029', 'CHEBI:26710']; ['CHEBI:22918', 'CHEBI:3310', 'CHEBI:17754', 'CHEBI:62964', 'CHEBI:26078', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:26710']; ['CHEBI:22918', 'CHEBI:6636', 'CHEBI:32029', 'CHEBI:32588', 'CHEBI:32954']	True	['RXCUI:1547456', 'UMLS:C3855127', 'RXCUI:1547457', 'UMLS:C3855128', 'RXCUI:1547460', 'UMLS:C0722195', 'RXCUI:1547461', 'UMLS:C3855130', 'RXCUI:1547462', 'UMLS:C3855131', 'RXCUI:1547463', 'UMLS:C3855132']				RX; DISCONTINUED	1.0	FALSE	FALSE	FALSE	FALSE
RXCUI:1550955	ESOMEPRAZOLE; NAPROXEN; DIPHENHYDRAMINE; NAPROXEN	diphenhydramine / naproxen Oral Tablet	['ESOMEPRAZOLE MAGNESIUM', 'NAPROXEN']; ['DIPHENHYDRAMINE HYDROCHLORIDE', 'NAPROXEN SODIUM']	['CHEBI:31934', 'CHEBI:7476']; ['CHEBI:4637', 'CHEBI:7476']	True	['RXCUI:1550955', 'UMLS:C3858317', 'RXCUI:1550958', 'UMLS:C3858045', 'RXCUI:1550959', 'UMLS:C3858152', 'RXCUI:1550960', 'UMLS:C3858188', 'RXCUI:1550961', 'UMLS:C3858235', 'RXCUI:1550962', 'UMLS:C3858234', 'RXCUI:2648267', 'UMLS:C4720251', 'RXCUI:2657846', 'UMLS:C5841703']				RX; OTC	1.0	FALSE	FALSE	FALSE	FALSE
RXCUI:1551410	FLURANDRENOLIDE; NEOMYCIN	isoflupredone / neomycin / tetracaine Topical Powder	['FLURANDRENOLIDE', 'NEOMYCIN SULFATE']	['CHEBI:5127', 'CHEBI:7507']	True	['RXCUI:1551410', 'UMLS:C3858313', 'RXCUI:1551412', 'UMLS:C3858255', 'RXCUI:1551413', 'UMLS:C3858042', 'RXCUI:1551414', 'UMLS:C3858146', 'RXCUI:1551415', 'UMLS:C3858185', 'RXCUI:1551416', 'UMLS:C3858230', 'RXCUI:1551417', 'UMLS:C3857750', 'RXCUI:2648352', 'UMLS:C5837016', 'RXCUI:2654601', 'UMLS:C5838467']				DISCONTINUED	1.0	TRUE	FALSE	FALSE	FALSE
