	Unnamed: 0_x	single_ID	ID_Label_x	Name_EMA	Therapy_Name_x	Approved_Europe	Combination_Therapy_x	Ingredient_IDs_x	Unnamed: 0_y	Name_PMDA	Therapy_Name_y	ID_Label_y	Approved_Japan	Combination_Therapy_y	Ingredient_IDs_y	Unnamed: 0	ID_Label	Name_Orange_Book	Therapy_Name	Approved_USA	Combination_Therapy	Ingredient_IDs	Available_USA
2565	714.0	CHEBI:85966	Ivabradine	IVABRADINE	IVABRADINE	True	False		399.0	IVABRADINE HYDROCHLORIDE	IVABRADINE	Ivabradine	True	False		502.0	Ivabradine	IVABRADINE	IVABRADINE	True	False		RX
2566	396.0	CHEBI:85973	Edoxaban	EDOXABAN	EDOXABAN	True	False		503.0	EDOXABAN TOSILATE HYDRATE	EDOXABAN TOSILATE	Edoxaban	True	False		2348.0	Edoxaban	EDOXABAN TOSYLATE	EDOXABAN TOSYLATE	True	False		RX
2567		CHEBI:85977							1045.0	ISAVUCONAZONIUM SULFATE	ISAVUCONAZONIUM	ISAVUCONAZONIUM SULFATE	True	False		28.0	ISAVUCONAZONIUM SULFATE	ISAVUCONAZONIUM SULFATE	ISAVUCONAZONIUM 	True	False		RX
2568	807.0	CHEBI:85979	Isavuconazole	ISAVUCONAZOLE	ISAVUCONAZOLE	True	False																
2569		CHEBI:8598														2285.0	PROTRIPTYLINE HYDROCHLORIDE	PROTRIPTYLINE HYDROCHLORIDE	PROTRIPTYLINE 	True	False		RX
2570		CHEBI:85980														787.0	Eluxadoline	ELUXADOLINE	ELUXADOLINE	True	False		RX
2571	990.0	CHEBI:85982	AVIBACTAM SODIUM	AVIBACTAM	AVIBACTAM	True	False									2614.0	AVIBACTAM SODIUM	AVIBACTAM SODIUM	AVIBACTAM 	True	False		UNSURE
2572	117.0	CHEBI:85990	Panobinostat	PANOBINOSTAT	PANOBINOSTAT	True	False																
2573		CHEBI:85991							581.0	PANOBINOSTAT LACTATE	PANOBINOSTAT LACTATE	PANOBINOSTAT LACTATE	True	False		774.0	PANOBINOSTAT LACTATE	PANOBINOSTAT LACTATE	PANOBINOSTAT LACTATE	True	False		DISCONTINUED
2574	190.0	CHEBI:85993	Palbociclib	PALBOCICLIB	PALBOCICLIB	True	False		662.0	PALBOCICLIB	PALBOCICLIB	Palbociclib	True	False		2047.0	Palbociclib	PALBOCICLIB	PALBOCICLIB	True	False		RX
2575	183.0	CHEBI:85994	Lenvatinib	LENVATINIB	LENVATINIB	True	False		863.0	LENVATINIB MESILATE	LENVATINIB	Lenvatinib	True	False									
2576		CHEBI:85995														1389.0	LENVATINIB MESYLATE	LENVATINIB MESYLATE	LENVATINIB 	True	False		RX
2577		CHEBI:8604														2491.0	PSEUDOEPHEDRINE HYDROCHLORIDE	PSEUDOEPHEDRINE HYDROCHLORIDE	PSEUDOEPHEDRINE 	True	False		OTC
2578		CHEBI:86360														2493.0	manganese(II) sulfate	MANGANESE SULFATE	MANGANESE SULFATE	True	False		DISCONTINUED
2579		CHEBI:86368							1067.0	MANGANESE CHLORIDE TETRAHYDRATE	MANGANESE CHLORIDE TETRAHYDRATE	manganese chloride	True	False		1078.0	manganese chloride	MANGANESE CHLORIDE	MANGANESE CHLORIDE	True	False		RX
2580		CHEBI:86368							1067.0	MANGANESE CHLORIDE TETRAHYDRATE	MANGANESE CHLORIDE TETRAHYDRATE	manganese chloride	True	False		2084.0	manganese chloride	MANGANESE CHLORIDE TETRAHYDRATE	  TETRAHYDRATE	True	False		DISCONTINUED
2581		CHEBI:86431														2404.0	Sodium fluorophosphate	SODIUM MONOFLUOROPHOSPHATE	 MONOFLUOROPHOSPHATE	True	False		DISCONTINUED
2582		CHEBI:8665														421.0	Pyridostigmine	PYRIDOSTIGMINE BROMIDE	PYRIDOSTIGMINE 	True	False		RX
2583		CHEBI:8673														239.0	Pyrimethamine	PYRIMETHAMINE	PYRIMETHAMINE	True	False		RX
2584		CHEBI:8688														2406.0	PYRVINIUM PAMOATE	PYRVINIUM PAMOATE	PYRVINIUM PAMOATE	True	False		DISCONTINUED
2585		CHEBI:8694														1163.0	Quazepam	QUAZEPAM	QUAZEPAM	True	False		RX
2586	326.0	CHEBI:87016	Eslicarbazepine acetate	ESLICARBAZEPINE ACETATE	ESLICARBAZEPINE 	True	False									1457.0	Eslicarbazepine acetate	ESLICARBAZEPINE ACETATE	ESLICARBAZEPINE 	True	False		RX
2587		CHEBI:8707							727.0	QUETIAPINE FUMARATE	QUETIAPINE	Quetiapine	True	False		406.0	Quetiapine	QUETIAPINE FUMARATE	QUETIAPINE 	True	False		RX
2588		CHEBI:8713														191.0	Quinapril	QUINAPRIL HYDROCHLORIDE	QUINAPRIL 	True	False		RX
2589		CHEBI:8716														68.0	Quinestrol	QUINESTROL	QUINESTROL	True	False		DISCONTINUED
2590		CHEBI:8717														124.0	Quinethazone	QUINETHAZONE	QUINETHAZONE	True	False		DISCONTINUED
2591		CHEBI:8732														2589.0	Quinupristin	QUINUPRISTIN	QUINUPRISTIN	True	False		UNSURE
2592		CHEBI:8746														348.0	Levosalbutamol	LEVALBUTEROL TARTRATE	LEVALBUTEROL 	True	False		RX
2593	101.0	CHEBI:8764	Mycophenolate mofetil	MYCOPHENOLATE MOFETIL	MYCOPHENOLATE MOFETIL	True	False		1035.0	MYCOPHENOLATE MOFETIL	MYCOPHENOLATE MOFETIL	Mycophenolate mofetil	True	False		70.0	Mycophenolate mofetil	MYCOPHENOLATE MOFETIL	MYCOPHENOLATE MOFETIL	True	False		RX
2594		CHEBI:8768							780.0	SODIUM RABEPRAZOLE	RABEPRAZOLE	Rabeprazole	True	False		2254.0	Rabeprazole	RABEPRAZOLE SODIUM	RABEPRAZOLE 	True	False		RX
2595		CHEBI:8768							1063.0	RABEPRAZOLE SODIUM	RABEPRAZOLE	Rabeprazole	True	False		2254.0	Rabeprazole	RABEPRAZOLE SODIUM	RABEPRAZOLE 	True	False		RX
2596	97.0	CHEBI:87681	Ranolazine	RANOLAZINE	RANOLAZINE	True	False									1515.0	Ranolazine	RANOLAZINE	RANOLAZINE	True	False		RX
2597	532.0	CHEBI:87715	Prasugrel	PRASUGREL	PRASUGREL	True	False		1111.0	PRASUGREL HYDROCHLORIDE	PRASUGREL	Prasugrel	True	False		1527.0	Prasugrel	PRASUGREL HYDROCHLORIDE	PRASUGREL 	True	False		RX
2598	795.0	CHEBI:8772	Raloxifene	RALOXIFENE	RALOXIFENE	True	False									827.0	Raloxifene	RALOXIFENE HYDROCHLORIDE	RALOXIFENE 	True	False		RX
2599		CHEBI:8774														1907.0	Ramipril	RAMIPRIL	RAMIPRIL	True	False		RX
2600		CHEBI:8802							149.0	REMIFENTANIL HYDROCHLORIDE	REMIFENTANIL	Remifentanil	True	False									
2601	73.0	CHEBI:8805	Repaglinide	REPAGLINIDE	REPAGLINIDE	True	False		416.0	REPAGLINIDE	REPAGLINIDE	Repaglinide	True	False		2157.0	Repaglinide	REPAGLINIDE	REPAGLINIDE	True	False		RX
2602		CHEBI:88263														2467.0	SULFISOXAZOLE DIOLAMINE	SULFISOXAZOLE DIOLAMINE	SULFISOXAZOLE DIOLAMINE	True	False		DISCONTINUED
2603	456.0	CHEBI:8863	Riluzole	RILUZOLE	RILUZOLE	True	False									1268.0	Riluzole	RILUZOLE	RILUZOLE	True	False		RX
2604		CHEBI:8865														293.0	RIMANTADINE HYDROCHLORIDE	RIMANTADINE HYDROCHLORIDE	RIMANTADINE 	True	False		RX
2605		CHEBI:88667														2692.0	Octinoxate	OCTINOXATE	OCTINOXATE	True	False		UNSURE
2606		CHEBI:8868							466.0	RISEDRONATE SODIUM HYDRATE	RISEDRONATE	RISEDRONATE SODIUM	True	False		127.0	RISEDRONATE SODIUM	RISEDRONATE SODIUM	RISEDRONATE 	True	False		RX
2607		CHEBI:8868							885.0	SODIUM RISEDRONATE HYDRATE	RISEDRONATE	RISEDRONATE SODIUM	True	False		127.0	RISEDRONATE SODIUM	RISEDRONATE SODIUM	RISEDRONATE 	True	False		RX
2608	260.0	CHEBI:8871	Risperidone	RISPERIDONE	RISPERIDONE	True	False		613.0	RISPERIDONE	RISPERIDONE	Risperidone	True	False		1987.0	Risperidone	RISPERIDONE	RISPERIDONE	True	False		RX
2609	585.0	CHEBI:8874	Rivastigmine	RIVASTIGMINE	RIVASTIGMINE	True	False		864.0	RIVASTIGMINE	RIVASTIGMINE	Rivastigmine	True	False		1419.0	Rivastigmine	RIVASTIGMINE	RIVASTIGMINE	True	False		RX
2610		CHEBI:8875														135.0	RIZATRIPTAN BENZOATE	RIZATRIPTAN BENZOATE	RIZATRIPTAN BENZOATE	True	False		RX
2611		CHEBI:8884							1056.0	ROCURONIUM BROMIDE	ROCURONIUM	Rocuronium	True	False		308.0	Rocuronium	ROCURONIUM BROMIDE	ROCURONIUM 	True	False		RX
2612		CHEBI:8887														2377.0	Rofecoxib	ROFECOXIB	ROFECOXIB	True	False		DISCONTINUED
2613		CHEBI:8888							239.0	ROPINIROLE HYDROCHLORIDE	ROPINIROLE	Ropinirole	True	False		113.0	Ropinirole	ROPINIROLE HYDROCHLORIDE	ROPINIROLE 	True	False		RX
2614		CHEBI:8892														1630.0	ROSIGLITAZONE MALEATE	ROSIGLITAZONE MALEATE	ROSIGLITAZONE 	True	False		DISCONTINUED
2615	922.0	CHEBI:9012	SALMETEROL XINAFOATE	SALMETEROL	SALMETEROL	True	False		272.0	SALMETEROL XINAFOATE; FLUTICASONE PROPIONATE	SALMETEROL XINAFOATE; FLUTICASONE PROPIONATE	SALMETEROL XINAFOATE	True	True	['CHEBI:9012', 'CHEBI:5134']	797.0	SALMETEROL XINAFOATE	SALMETEROL XINAFOATE	SALMETEROL XINAFOATE	True	False		RX
2616	922.0	CHEBI:9012	SALMETEROL XINAFOATE	SALMETEROL	SALMETEROL	True	False		1224.0	SALMETEROL XINAFOATE	SALMETEROL XINAFOATE	SALMETEROL XINAFOATE	True	False		797.0	SALMETEROL XINAFOATE	SALMETEROL XINAFOATE	SALMETEROL XINAFOATE	True	False		RX
2617	340.0	CHEBI:90217	Quizartinib	QUIZARTINIB	QUIZARTINIB	True	False		370.0	QUIZARTINIB HYDROCHLORIDE	QUIZARTINIB	Quizartinib	True	False		417.0	Quizartinib	QUIZARTINIB DIHYDROCHLORIDE	QUIZARTINIB DIHYDROCHLORIDE	True	False		RX
2618	258.0	CHEBI:90227	Selumetinib	SELUMETINIB	SELUMETINIB	True	False		164.0	SELUMETINIB SULFATE	SELUMETINIB	Selumetinib	True	False									
2619	737.0	CHEBI:90241	Vinflunine	VINFLUNINE	VINFLUNINE	True	False																
2620	103.0	CHEBI:90841	Cangrelor	CANGRELOR	CANGRELOR	True	False									176.0	Cangrelor	CANGRELOR	CANGRELOR	True	False		RX
2621	309.0	CHEBI:90844	Selexipag	SELEXIPAG	SELEXIPAG	True	False		320.0	SELEXIPAG	SELEXIPAG	Selexipag	True	False		696.0	Selexipag	SELEXIPAG	SELEXIPAG	True	False		RX
2622	406.0	CHEBI:90851	Cobimetinib	COBIMETINIB	COBIMETINIB	True	False									1210.0	Cobimetinib	COBIMETINIB FUMARATE	COBIMETINIB 	True	False		RX
2623		CHEBI:9086							418.0	SELEGILINE HYDROCHLORIDE	SELEGILINE	Selegiline	True	False		660.0	Selegiline	SELEGILINE	SELEGILINE	True	False		RX
2624	500.0	CHEBI:90863	Sonidegib	SONIDEGIB	SONIDEGIB	True	False									2227.0	Sonidegib	SONIDEGIB PHOSPHATE	SONIDEGIB 	True	False		RX
2625		CHEBI:90865														2108.0	Flibanserin	FLIBANSERIN	FLIBANSERIN	True	False		RX
2626		CHEBI:9087														1856.0	SELEGILINE HYDROCHLORIDE	SELEGILINE HYDROCHLORIDE	SELEGILINE 	True	False		RX
2627	975.0	CHEBI:90877	TIPIRACIL HYDROCHLORIDE	TIPIRACIL	TIPIRACIL	True	False		1197.0	TIPIRACIL HYDROCHLORIDE	TIPIRACIL	TIPIRACIL HYDROCHLORIDE	True	False		2689.0	TIPIRACIL HYDROCHLORIDE	TIPIRACIL HYDROCHLORIDE	TIPIRACIL 	True	False		UNSURE
2628		CHEBI:90908														1653.0	Rolapitant	ROLAPITANT HYDROCHLORIDE	ROLAPITANT 	True	False		RX
2629		CHEBI:90914														1397.0	Uridine triacetate	URIDINE TRIACETATE	URIDINE 	True	False		RX
2630	784.0	CHEBI:90923	TENOFOVIR ALAFENAMIDE FUMARATE	TENOFOVIR ALAFENAMIDE	TENOFOVIR ALAFENAMIDE	True	False		13.0	ELVITEGRAVIR; COBICISTAT; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE	ELVITEGRAVIR; COBICISTAT; EMTRICITABINE; TENOFOVIR ALAFENAMIDE	TENOFOVIR ALAFENAMIDE FUMARATE	True	True	['CHEBI:72289', 'CHEBI:72291', 'CHEBI:31536', 'CHEBI:90923']	1765.0	TENOFOVIR ALAFENAMIDE FUMARATE	TENOFOVIR ALAFENAMIDE FUMARATE	TENOFOVIR ALAFENAMIDE 	True	False		RX
2631	784.0	CHEBI:90923	TENOFOVIR ALAFENAMIDE FUMARATE	TENOFOVIR ALAFENAMIDE	TENOFOVIR ALAFENAMIDE	True	False		542.0	TENOFOVIR ALAFENAMIDE FUMARATE	TENOFOVIR ALAFENAMIDE	TENOFOVIR ALAFENAMIDE FUMARATE	True	False		1765.0	TENOFOVIR ALAFENAMIDE FUMARATE	TENOFOVIR ALAFENAMIDE FUMARATE	TENOFOVIR ALAFENAMIDE 	True	False		RX
2632	784.0	CHEBI:90923	TENOFOVIR ALAFENAMIDE FUMARATE	TENOFOVIR ALAFENAMIDE	TENOFOVIR ALAFENAMIDE	True	False		1203.0	ALAFENAMIDE FUMARATE	ALAFENAMIDE	TENOFOVIR ALAFENAMIDE FUMARATE	True	False		1765.0	TENOFOVIR ALAFENAMIDE FUMARATE	TENOFOVIR ALAFENAMIDE FUMARATE	TENOFOVIR ALAFENAMIDE 	True	False		RX
2633	887.0	CHEBI:90923	TENOFOVIR ALAFENAMIDE FUMARATE	ELVITEGRAVIR, COBICISTAT, EMTRICITABINE, TENOFOVIR ALAFENAMIDE	COBICISTAT; ELVITEGRAVIR; EMTRICITABINE; TENOFOVIR ALAFENAMIDE	True	True	['CHEBI:72291', 'CHEBI:72289', 'CHEBI:31536', 'CHEBI:90923']	13.0	ELVITEGRAVIR; COBICISTAT; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE	ELVITEGRAVIR; COBICISTAT; EMTRICITABINE; TENOFOVIR ALAFENAMIDE	TENOFOVIR ALAFENAMIDE FUMARATE	True	True	['CHEBI:72289', 'CHEBI:72291', 'CHEBI:31536', 'CHEBI:90923']	1765.0	TENOFOVIR ALAFENAMIDE FUMARATE	TENOFOVIR ALAFENAMIDE FUMARATE	TENOFOVIR ALAFENAMIDE 	True	False		RX
2634	887.0	CHEBI:90923	TENOFOVIR ALAFENAMIDE FUMARATE	ELVITEGRAVIR, COBICISTAT, EMTRICITABINE, TENOFOVIR ALAFENAMIDE	COBICISTAT; ELVITEGRAVIR; EMTRICITABINE; TENOFOVIR ALAFENAMIDE	True	True	['CHEBI:72291', 'CHEBI:72289', 'CHEBI:31536', 'CHEBI:90923']	542.0	TENOFOVIR ALAFENAMIDE FUMARATE	TENOFOVIR ALAFENAMIDE	TENOFOVIR ALAFENAMIDE FUMARATE	True	False		1765.0	TENOFOVIR ALAFENAMIDE FUMARATE	TENOFOVIR ALAFENAMIDE FUMARATE	TENOFOVIR ALAFENAMIDE 	True	False		RX
2635	887.0	CHEBI:90923	TENOFOVIR ALAFENAMIDE FUMARATE	ELVITEGRAVIR, COBICISTAT, EMTRICITABINE, TENOFOVIR ALAFENAMIDE	COBICISTAT; ELVITEGRAVIR; EMTRICITABINE; TENOFOVIR ALAFENAMIDE	True	True	['CHEBI:72291', 'CHEBI:72289', 'CHEBI:31536', 'CHEBI:90923']	1203.0	ALAFENAMIDE FUMARATE	ALAFENAMIDE	TENOFOVIR ALAFENAMIDE FUMARATE	True	False		1765.0	TENOFOVIR ALAFENAMIDE FUMARATE	TENOFOVIR ALAFENAMIDE FUMARATE	TENOFOVIR ALAFENAMIDE 	True	False		RX
2636		CHEBI:90929														977.0	Lesinurad	LESINURAD	LESINURAD	True	False		DISCONTINUED
2637		CHEBI:90930														1535.0	Aripiprazole lauroxil	ARIPIPRAZOLE LAUROXIL	ARIPIPRAZOLE LAUROXIL	True	False		RX
2638		CHEBI:90932														545.0	CARIPRAZINE HYDROCHLORIDE	CARIPRAZINE HYDROCHLORIDE	CARIPRAZINE 	True	False		RX
2639	422.0	CHEBI:90933	Cariprazine	CARIPRAZINE	CARIPRAZINE	True	False																
2640	488.0	CHEBI:90939	IXAZOMIB CITRATE	IXAZOMIB	IXAZOMIB	True	False		1102.0	IXAZOMIB CITRATE	IXAZOMIB	IXAZOMIB CITRATE	True	False		2439.0	IXAZOMIB CITRATE	IXAZOMIB CITRATE	IXAZOMIB 	True	False		RX
2641	172.0	CHEBI:90943	Osimertinib	OSIMERTINIB	OSIMERTINIB	True	False		1171.0	OSIMERTINIB MESILATE	OSIMERTINIB	Osimertinib	True	False									
2642		CHEBI:90948														2042.0	OSIMERTINIB MESYLATE	OSIMERTINIB MESYLATE	OSIMERTINIB 	True	False		RX
2643	909.0	CHEBI:90951	Lumacaftor	LUMACAFTOR	LUMACAFTOR	True	False									2522.0	Lumacaftor	LUMACAFTOR	LUMACAFTOR	True	False		UNSURE
2644		CHEBI:90952														1665.0	sugammadex sodium	SUGAMMADEX SODIUM	SUGAMMADEX 	True	False		RX
2645		CHEBI:90959														1018.0	tiotropium bromide	TIOTROPIUM BROMIDE	TIOTROPIUM 	True	False		RX
2646		CHEBI:90972														1222.0	GLYCOPYRROLATE	GLYCOPYRROLATE	GLYCOPYRROLATE	True	False		RX
2647	255.0	CHEBI:90973	(2S,3R)-glycopyrronium bromide	GLYCOPYRRONIUM BROMIDE	GLYCOPYRRONIUM 	True	False																
2648	623.0	CHEBI:91083	Romiplostim	ROMIPLOSTIM	ROMIPLOSTIM	True	False		706.0	ROMIPLOSTIM	ROMIPLOSTIM	Romiplostim	True	False									
2649		CHEBI:9118														2468.0	Sermorelin	SERMORELIN ACETATE	SERMORELIN 	True	False		DISCONTINUED
2650		CHEBI:9123							903.0	SERTRALINE HYDROCHLORIDE	SERTRALINE	Sertraline	True	False		1002.0	Sertraline	SERTRALINE HYDROCHLORIDE	SERTRALINE 	True	False		RX
2651		CHEBI:9130														639.0	Sevoflurane	SEVOFLURANE	SEVOFLURANE	True	False		RX
2652	54.0	CHEBI:91327	Tivozanib	TIVOZANIB HYDROCHLORIDE MONOHYDRATE	TIVOZANIB  	True	False									162.0	Tivozanib	TIVOZANIB HYDROCHLORIDE	TIVOZANIB 	True	False		RX
2653	194.0	CHEBI:9139	Sildenafil	SILDENAFIL	SILDENAFIL	True	False		135.0	SILDENAFIL CITRATE	SILDENAFIL	Sildenafil	True	False		863.0	Sildenafil	SILDENAFIL CITRATE	SILDENAFIL 	True	False		RX
2654	606.0	CHEBI:91408	Fedratinib	FEDRATINIB	FEDRATINIB	True	False									1333.0	Fedratinib	FEDRATINIB HYDROCHLORIDE	FEDRATINIB 	True	False		RX
2655		CHEBI:9142														1081.0	Silver sulfadiazine	SILVER SULFADIAZINE	SILVER SULFADIAZINE	True	False		RX
2656	970.0	CHEBI:9150	Simvastatin	SIMVASTATIN	SIMVASTATIN	True	False									1053.0	Simvastatin	SIMVASTATIN	SIMVASTATIN	True	False		RX
2657		CHEBI:91583														1417.0	Praziquantel	PRAZIQUANTEL	PRAZIQUANTEL	True	False		RX
2658	660.0	CHEBI:9168	Sirolimus	SIROLIMUS	SIROLIMUS	True	False		268.0	SIROLIMUS	SIROLIMUS	Sirolimus	True	False		2345.0	Sirolimus	SIROLIMUS	SIROLIMUS	True	False		RX
2659		CHEBI:91706														2061.0	Pinacidil	PINACIDIL	PINACIDIL	True	False		DISCONTINUED
2660		CHEBI:9180														1982.0	SODIUM SALICYLATE	MYCOPHENOLIC SODIUM	MYCOPHENOLIC 	True	False		RX
2661		CHEBI:9207							1294.0	HYDROCHLORIDE	HYDROCHLORIDE	SOTALOL HYDROCHLORIDE	True	False		2430.0	SOTALOL HYDROCHLORIDE	SOTALOL HYDROCHLORIDE	SOTALOL 	True	False		RX
2662		CHEBI:9217														1408.0	SPECTINOMYCIN HYDROCHLORIDE	SPECTINOMYCIN HYDROCHLORIDE	SPECTINOMYCIN 	True	False		DISCONTINUED
2663		CHEBI:92293														1970.0	piperacetazine	PIPERACETAZINE	PIPERACETAZINE	True	False		DISCONTINUED
2664	63.0	CHEBI:9241	Spironolactone	SPIRONOLACTONE	SPIRONOLACTONE	True	False									48.0	Spironolactone	SPIRONOLACTONE	SPIRONOLACTONE	True	False		RX
2665		CHEBI:9249														1761.0	Stanozolol	STANOZOLOL	STANOZOLOL	True	False		DISCONTINUED
2666		CHEBI:9288							458.0	STREPTOZOCIN	STREPTOZOCIN	Streptozocin	True	False		1955.0	Streptozocin	STREPTOZOCIN	STREPTOZOCIN	True	False		RX
2667	257.0	CHEBI:9316	Sufentanil	SUFENTANIL	SUFENTANIL	True	False									114.0	Sufentanil	SUFENTANIL CITRATE	SUFENTANIL 	True	False		RX
2668		CHEBI:9321							1208.0	SULBACTAM SODIUM	SULBACTAM	Sulbactam	True	False		2669.0	Sulbactam	SULBACTAM SODIUM	SULBACTAM 	True	False		UNSURE
2669		CHEBI:93248														311.0	(6R,7R)-7-[[2-(2-amino-4-thiazolyl)-2-(carboxymethoxyimino)-1-oxoethyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	CEFIXIME	CEFIXIME	True	False		RX
2670		CHEBI:9326														2088.0	SULCONAZOLE NITRATE	SULCONAZOLE NITRATE	SULCONAZOLE NITRATE	True	False		RX
2671		CHEBI:9327														253.0	SULFACETAMIDE SODIUM	SULFACETAMIDE SODIUM	SULFACETAMIDE 	True	False		RX
2672		CHEBI:9328														367.0	Sulfadiazine	SULFADIAZINE	SULFADIAZINE	True	False		RX
2673		CHEBI:9329														2673.0	Sulfadoxine	SULFADOXINE	SULFADOXINE	True	False		UNSURE
2674		CHEBI:9331														1310.0	Sulfamethizole	SULFAMETHIZOLE	SULFAMETHIZOLE	True	False		DISCONTINUED
2675		CHEBI:9332							1259.0	SULFAMETHOXAZOLE	SULFAMETHOXAZOLE	Sulfamethoxazole	True	False		1142.0	Sulfamethoxazole	SULFAMETHOXAZOLE	SULFAMETHOXAZOLE	True	False		DISCONTINUED
2676		CHEBI:9334														358.0	Sulfasalazine	SULFASALAZINE	SULFASALAZINE	True	False		RX
2677		CHEBI:9342														2290.0	Sulfinpyrazone	SULFINPYRAZONE	SULFINPYRAZONE	True	False		DISCONTINUED
2678		CHEBI:9352														1652.0	Sulindac	SULINDAC	SULINDAC	True	False		RX
2679		CHEBI:9362														446.0	Suprofen	SUPROFEN	SUPROFEN	True	False		DISCONTINUED
2680		CHEBI:93635														889.0	Isocarboxazid	ISOCARBOXAZID	ISOCARBOXAZID	True	False		RX
2681	804.0	CHEBI:93752	Alpelisib	ALPELISIB	ALPELISIB	True	False									319.0	Alpelisib	ALPELISIB	ALPELISIB	True	False		RX
2682		CHEBI:9397														1266.0	TAMOXIFEN CITRATE	TAMOXIFEN CITRATE	TAMOXIFEN 	True	False		RX
2683		CHEBI:9398														979.0	Tamsulosin	TAMSULOSIN HYDROCHLORIDE	TAMSULOSIN 	True	False		RX
2684	919.0	CHEBI:9421	Tazobactam	TAZOBACTAM	TAZOBACTAM	True	False		1211.0	TAZOBACTAM SODIUM	TAZOBACTAM	Tazobactam	True	False		2619.0	Tazobactam	TAZOBACTAM SODIUM	TAZOBACTAM 	True	False		UNSURE
2685	919.0	CHEBI:9421	Tazobactam	TAZOBACTAM	TAZOBACTAM	True	False		1282.0	TAZOBACTAM	TAZOBACTAM	Tazobactam	True	False		2619.0	Tazobactam	TAZOBACTAM SODIUM	TAZOBACTAM 	True	False		UNSURE
2686		CHEBI:94295							657.0	DARINAPARSIN	DARINAPARSIN	Darinaparsin	True	False									
2687	437.0	CHEBI:9434	Telmisartan	TELMISARTAN	TELMISARTAN	True	False		1193.0	TELMISARTAN	TELMISARTAN	Telmisartan	True	False		2474.0	Telmisartan	TELMISARTAN	TELMISARTAN	True	False		RX
2688		CHEBI:9435														1819.0	Temazepam	TEMAZEPAM	TEMAZEPAM	True	False		RX
2689	575.0	CHEBI:9437	Temoporfin	TEMOPORFIN	TEMOPORFIN	True	False																
2690		CHEBI:94385							584.0	ARGATROBAN HYDRATE	ARGATROBAN	Argatroban	True	False		0.0	Argatroban	ARGATROBAN	ARGATROBAN	True	False		RX
2691	225.0	CHEBI:94435	stiripentol	STIRIPENTOL	STIRIPENTOL	True	False		220.0	STIRIPENTOL	STIRIPENTOL	stiripentol	True	False		2095.0	stiripentol	STIRIPENTOL	STIRIPENTOL	True	False		RX
2692		CHEBI:9446														1890.0	TERAZOSIN HYDROCHLORIDE	TERAZOSIN HYDROCHLORIDE	TERAZOSIN 	True	False		RX
2693		CHEBI:9448														676.0	Terbinafine	TERBINAFINE	TERBINAFINE	True	False		OTC
2694		CHEBI:9448														848.0	Terbinafine	TERBINAFINE HYDROCHLORIDE	TERBINAFINE 	True	False		OTC
2695	189.0	CHEBI:94511	2-[[1-(2-amino-4-thiazolyl)-2-[[(2S,3S)-2-methyl-4-oxo-1-sulfo-3-azetidinyl]amino]-2-oxoethylidene]amino]oxy-2-methylpropanoic acid	AZTREONAM	AZTREONAM	True	False									599.0	2-[[1-(2-amino-4-thiazolyl)-2-[[(2S,3S)-2-methyl-4-oxo-1-sulfo-3-azetidinyl]amino]-2-oxoethylidene]amino]oxy-2-methylpropanoic acid	AZTREONAM	AZTREONAM	True	False		RX
2696		CHEBI:94514														2678.0	Thonzonium	THONZONIUM BROMIDE	THONZONIUM 	True	False		UNSURE
2697		CHEBI:94559							862.0	LEVOCETIRIZINE HYDROCHLORIDE	LEVOCETIRIZINE	Levocetirizine	True	False									
2698		CHEBI:9460														97.0	Testolactone	TESTOLACTONE	TESTOLACTONE	True	False		DISCONTINUED
2699		CHEBI:94609														2499.0	gallamine	GALLAMINE TRIETHIODIDE	GALLAMINE TRIETHIODIDE	True	False		DISCONTINUED
2700		CHEBI:9463														165.0	Testosterone cypionate	TESTOSTERONE CYPIONATE	TESTOSTERONE CYPIONATE	True	False		RX
2701		CHEBI:9463														534.0	Testosterone cypionate	TESTOSTERONE ENANTHATE	TESTOSTERONE ENANTHATE	True	False		RX
2702		CHEBI:9463														567.0	Testosterone cypionate	TESTOSTERONE	TESTOSTERONE	True	False		RX
2703		CHEBI:9463														1140.0	Testosterone cypionate	HYDROCORTISONE CYPIONATE	HYDROCORTISONE CYPIONATE	True	False		DISCONTINUED
2704		CHEBI:9468														932.0	Tetracaine	TETRACAINE HYDROCHLORIDE	TETRACAINE 	True	False		RX
2705		CHEBI:9468														2684.0	Tetracaine	TETRACAINE	TETRACAINE	True	False		UNSURE
2706	745.0	CHEBI:94686	Orlistat	ORLISTAT	ORLISTAT	True	False									2176.0	Orlistat	ORLISTAT	ORLISTAT	True	False		OTC
2707		CHEBI:94759														347.0	Triclabendazole	TRICLABENDAZOLE	TRICLABENDAZOLE	True	False		RX
2708		CHEBI:94802														869.0	Lypressin	LYPRESSIN	LYPRESSIN	True	False		DISCONTINUED
2709	805.0	CHEBI:94805	Ataluren	ATALUREN	ATALUREN	True	False																
2710		CHEBI:94807														2421.0	Nitazoxanide	NITAZOXANIDE	NITAZOXANIDE	True	False		RX
2711		CHEBI:94810							649.0	PRANLUKAST HYDRATE	PRANLUKAST	Pranlukast	True	False									
